Estado,Hospitalizados (%),Ventilación (%),UCI y Ventilación (%),Fecha
Ciudad de México,42.86,32.17,66.01,2022-02-12
Nayarit,42.63,19.14,0,2022-02-12
Durango,40.27,12.14,18.42,2022-02-12
Jalisco,37.25,35.4,50.99,2022-02-12
Tamaulipas,34.4,20.95,36.76,2022-02-12
Sinaloa,34.19,16.25,16.39,2022-02-12
San Luis Potosí,33.33,19.26,32.35,2022-02-12
México,33,25.03,31.45,2022-02-12
Tabasco,32.28,13.93,20,2022-02-12
Chihuahua,31.55,16.89,25.8,2022-02-12
Guanajuato,30.96,12.8,41.3,2022-02-12
Guerrero,29.53,10.44,9.09,2022-02-12
Campeche,27.08,0,0,2022-02-12
Michoacán de Ocampo,24.38,12.95,57.14,2022-02-12
Zacatecas,23.58,12.88,22.22,2022-02-12
Quintana Roo,21.73,4.16,0,2022-02-12
Baja California,21.64,22.81,17.85,2022-02-12
Yucatán,10.32,9.46,11.76,2022-02-12
Chiapas,6.77,5.67,0,2022-02-12
Puebla,45.1,21.01,40,2022-02-13
Aguascalientes,43.98,44.93,57.14,2022-02-13
Hidalgo,43.67,27.19,46.15,2022-02-13
Nuevo León,43.57,30.59,46.39,2022-02-13
Colima,39.63,28.98,0,2022-02-13
Ciudad de México,38.42,32.5,59.12,2022-02-13
Nayarit,35.76,20.68,0,2022-02-13
Sonora,34.42,19.84,45.83,2022-02-13
Jalisco,34.41,31.91,50.55,2022-02-13
Querétaro,34.03,24.31,58.82,2022-02-13
Veracruz de Ignacio de La Llave,33.57,17.28,23.8,2022-02-13
Oaxaca,33.33,31.86,36.84,2022-02-13
Chihuahua,32.83,12.56,20,2022-02-13
Coahuila de Zaragoza,32.55,24.05,36.36,2022-02-13
Durango,32.51,12.3,25,2022-02-13
Tamaulipas,31.89,18.65,38.02,2022-02-13
México,31.8,24.96,21.91,2022-02-13
Sinaloa,30.95,17.91,18.03,2022-02-13
Morelos,30.24,11.11,0,2022-02-13
Baja California Sur,29.05,22.5,0,2022-02-13
San Luis Potosí,27.22,17.16,33.33,2022-02-13
Guanajuato,26.74,11.98,31.48,2022-02-13
Michoacán de Ocampo,24.11,16.66,57.14,2022-02-13
Guerrero,23.56,8.57,12.5,2022-02-13
Baja California,23.29,18.18,36.36,2022-02-13
Zacatecas,23.07,11.11,22.22,2022-02-13
Quintana Roo,21.42,6.52,0,2022-02-13
Tabasco,19.89,13.13,25.92,2022-02-13
Tlaxcala,18.03,19.23,0,2022-02-13
Yucatán,11.62,11.45,16.66,2022-02-13
Chiapas,7.02,5.26,0,2022-02-13
Campeche,4.63,1.58,3.33,2022-02-13
Puebla,55.07,21.42,33.89,2022-02-14
Colima,45,28.78,0,2022-02-14
Aguascalientes,44.7,41.5,60,2022-02-14
Hidalgo,39.66,30.89,50,2022-02-14
Nuevo León,39.51,21.95,38.51,2022-02-14
Ciudad de México,38.91,31.39,60.3,2022-02-14
Querétaro,36.33,21.28,56.25,2022-02-14
Nayarit,35.66,20.33,0,2022-02-14
Jalisco,33.79,27.62,50,2022-02-14
Oaxaca,33.65,27.95,35.29,2022-02-14
Baja California Sur,33.33,20.23,0,2022-02-14
México,33.27,24.57,28.22,2022-02-14
Veracruz de Ignacio de La Llave,32.86,16.55,24.59,2022-02-14
Chihuahua,32.56,16.58,21.62,2022-02-14
Coahuila de Zaragoza,32.29,15.38,27.27,2022-02-14
Sonora,32.1,13.6,25,2022-02-14
Durango,31.57,12.9,26.66,2022-02-14
Tamaulipas,29.51,16.59,33.82,2022-02-14
Sinaloa,29.28,17.81,19.35,2022-02-14
Morelos,28.91,16.66,0,2022-02-14
Guanajuato,25.79,11.83,25.45,2022-02-14
San Luis Potosí,25.27,15.03,33.33,2022-02-14
Guerrero,23.65,8.62,11.42,2022-02-14
Michoacán de Ocampo,22.22,16.59,37.5,2022-02-14
Baja California,21.14,16.43,10,2022-02-14
Tabasco,19.21,12.2,25.26,2022-02-14
Tlaxcala,18.75,19.23,0,2022-02-14
Zacatecas,18.54,12.73,16.66,2022-02-14
Quintana Roo,10.65,3.76,0,2022-02-14
Yucatán,10.08,11.45,16,2022-02-14
Chiapas,7.39,6.56,0,2022-02-14
Campeche,4.84,1.58,3.33,2022-02-14
Puebla,46.67,20.26,37.7,2022-02-15
Ciudad de México,39.8,31.42,61.84,2022-02-15
Aguascalientes,38.83,39.24,60,2022-02-15
Hidalgo,38.81,31.45,61.53,2022-02-15
Oaxaca,38.52,30,0,2022-02-15
Nuevo León,36.78,25.89,40.14,2022-02-15
Sonora,36.52,16.77,30,2022-02-15
Querétaro,36.12,23.8,56.25,2022-02-15
Chihuahua,35.67,15.81,21.62,2022-02-15
Jalisco,34.27,25.11,48.29,2022-02-15
Veracruz de Ignacio de La Llave,34.26,16.06,23.33,2022-02-15
Colima,32.71,28.76,0,2022-02-15
Tamaulipas,32.38,19.07,50,2022-02-15
Nayarit,32.14,19.35,0,2022-02-15
Durango,31.33,10.43,21.21,2022-02-15
Morelos,31.29,15.27,0,2022-02-15
Baja California Sur,29.82,19.31,0,2022-02-15
México,28.65,22.73,27.74,2022-02-15
Guerrero,28.45,8.43,12.5,2022-02-15
Coahuila de Zaragoza,27.48,13.75,27.27,2022-02-15
Sinaloa,26.79,15.68,25.64,2022-02-15
Guanajuato,24.93,10.47,25.45,2022-02-15
Baja California,24.35,17.13,16.66,2022-02-15
San Luis Potosí,22.12,11.85,32.25,2022-02-15
Michoacán de Ocampo,20.93,15.92,37.5,2022-02-15
Zacatecas,20,8.88,16.66,2022-02-15
Tlaxcala,19.53,19.23,0,2022-02-15
Tabasco,15.18,17.55,35.29,2022-02-15
Quintana Roo,11.04,3.8,0,2022-02-15
Yucatán,9.05,12.24,12.5,2022-02-15
Chiapas,7.09,6.78,0,2022-02-15
Campeche,4.48,1.53,3.33,2022-02-15
Aguascalientes,41.7,35.44,55,2022-02-16
Ciudad de México,39.65,30.66,53.15,2022-02-16
Oaxaca,38.93,32,0,2022-02-16
Hidalgo,38.42,30.15,61.53,2022-02-16
Nuevo León,36.53,23.51,38.19,2022-02-16
Durango,35.88,13.11,16.27,2022-02-16
Sonora,35.65,17.61,34.09,2022-02-16
Querétaro,34.94,19.3,56.25,2022-02-16
Jalisco,33.92,26.66,48.58,2022-02-16
Chihuahua,33.53,16.9,20.51,2022-02-16
Tamaulipas,32.66,17.82,36,2022-02-16
Nayarit,31.94,20,0,2022-02-16
Colima,31.73,19.73,0,2022-02-16
Morelos,30.87,13.79,0,2022-02-16
Veracruz de Ignacio de La Llave,30.45,15.26,20.68,2022-02-16
Baja California Sur,28.37,18.64,0,2022-02-16
Puebla,27.55,13.75,32.39,2022-02-16
México,27.39,22.1,27.55,2022-02-16
Guerrero,25.55,8.19,10,2022-02-16
Sinaloa,25.42,14.37,18.75,2022-02-16
San Luis Potosí,24.79,9.62,27.5,2022-02-16
Michoacán de Ocampo,24.74,14.7,37.5,2022-02-16
Baja California,23.8,14.28,19.35,2022-02-16
Guanajuato,22.92,11.62,18.51,2022-02-16
Coahuila de Zaragoza,22.54,11.98,30.76,2022-02-16
Tlaxcala,20.15,20.77,0,2022-02-16
Zacatecas,18.75,7.18,16.66,2022-02-16
Tabasco,14.96,17.5,29.06,2022-02-16
Quintana Roo,11.69,3.7,0,2022-02-16
Yucatán,8.25,11.05,16.66,2022-02-16
Chiapas,7.05,6.47,0,2022-02-16
Campeche,3.66,2.29,3.33,2022-02-16
Querétaro,47.16,21.99,56.25,2022-02-17
Ciudad de México,42.57,26.9,48.22,2022-02-17
Oaxaca,40.29,24.63,0,2022-02-17
Baja California Sur,39.02,21.42,0,2022-02-17
Aguascalientes,38.64,32.31,66.66,2022-02-17
Nayarit,36.76,20,0,2022-02-17
Hidalgo,36.17,26.4,30.76,2022-02-17
Sonora,35.24,16.66,32.43,2022-02-17
Durango,34.81,18.08,60,2022-02-17
Veracruz de Ignacio de La Llave,34.57,17.78,28.84,2022-02-17
Chihuahua,34.45,16.41,21.62,2022-02-17
Nuevo León,33.93,23.94,36.36,2022-02-17
Jalisco,33.35,25.52,46.02,2022-02-17
Morelos,32.07,15.49,0,2022-02-17
México,27.96,22.17,22.22,2022-02-17
Puebla,27.58,14.33,32.39,2022-02-17
Tamaulipas,27.45,15.06,28.37,2022-02-17
San Luis Potosí,26.7,8.62,30,2022-02-17
Coahuila de Zaragoza,26.66,13.46,100,2022-02-17
Michoacán de Ocampo,25.91,16.35,50,2022-02-17
Colima,25.45,23.94,0,2022-02-17
Baja California,24.52,13.19,18.75,2022-02-17
Guanajuato,23.86,7.81,23.21,2022-02-17
Sinaloa,23.39,13.33,16.39,2022-02-17
Guerrero,23.16,7.56,7.5,2022-02-17
Tlaxcala,22.38,15.58,0,2022-02-17
Zacatecas,20.14,7.77,16.66,2022-02-17
Tabasco,15.57,16.17,27.38,2022-02-17
Quintana Roo,13.81,3.86,0,2022-02-17
Yucatán,8.87,9.69,8.33,2022-02-17
Chiapas,6.03,5.73,0,2022-02-17
Campeche,4.67,1.09,5.26,2022-02-17
Oaxaca,40,26.08,0,2022-02-18
Aguascalientes,38.75,31.48,71.42,2022-02-18
Querétaro,38.59,26.57,56.25,2022-02-18
Ciudad de México,38.32,28.58,57.23,2022-02-18
Hidalgo,37.7,19.13,18.18,2022-02-18
Veracruz de Ignacio de La Llave,34.91,16.99,21.05,2022-02-18
Nuevo León,34.05,21.82,33.46,2022-02-18
Sonora,33.81,12.9,25,2022-02-18
Baja California Sur,32.8,19.51,0,2022-02-18
Jalisco,31.51,23.99,40.35,2022-02-18
Colima,31.06,23.61,0,2022-02-18
Morelos,30.33,15.94,0,2022-02-18
Baja California,29.11,21.3,22.58,2022-02-18
Sinaloa,27.93,12.86,18.75,2022-02-18
Chihuahua,27.62,15.27,18.42,2022-02-18
Tamaulipas,27.34,15.02,26.76,2022-02-18
Durango,27.27,15.7,20.45,2022-02-18
México,26.35,19.83,21.08,2022-02-18
Michoacán de Ocampo,24.74,16.82,40,2022-02-18
Puebla,23.38,13.75,32.35,2022-02-18
Guanajuato,22.96,9.81,21.81,2022-02-18
Nayarit,22.04,15.78,0,2022-02-18
Coahuila de Zaragoza,21.67,10.75,80,2022-02-18
San Luis Potosí,21.23,8.92,33.33,2022-02-18
Zacatecas,20.89,6.92,16.66,2022-02-18
Guerrero,20.81,6.48,5,2022-02-18
Tlaxcala,20.45,19.04,0,2022-02-18
Tabasco,17,17.08,31.64,2022-02-18
Quintana Roo,13.24,4.51,0,2022-02-18
Yucatán,8.59,9.18,12.5,2022-02-18
Chiapas,7.76,4.72,0,2022-02-18
Campeche,4.65,0.86,0,2022-02-18
Hidalgo,39.07,21.55,33.33,2022-02-19
Ciudad de México,39.03,27.05,53.8,2022-02-19
Querétaro,38.24,25,56.25,2022-02-19
Aguascalientes,37.37,28.65,68,2022-02-19
Baja California Sur,37.34,20,0,2022-02-19
Nuevo León,37.12,19.87,31.9,2022-02-19
Veracruz de Ignacio de La Llave,32.55,15.33,18.64,2022-02-19
Oaxaca,31.94,27,35.29,2022-02-19
Sonora,31.92,15.03,0,2022-02-19
Colima,28.43,21.91,0,2022-02-19
Jalisco,28.32,23.38,40.93,2022-02-19
Durango,26.94,15.59,32,2022-02-19
Morelos,26.87,18.03,0,2022-02-19
Tamaulipas,26.01,18.27,26.38,2022-02-19
Chihuahua,25.6,12.83,12,2022-02-19
México,24.6,19.97,23.3,2022-02-19
Michoacán de Ocampo,24.26,16.19,40,2022-02-19
Coahuila de Zaragoza,23.16,9.16,27.27,2022-02-19
Baja California,23.11,14.71,10,2022-02-19
San Luis Potosí,23.1,7.5,27.27,2022-02-19
Sinaloa,22.61,13.09,13.11,2022-02-19
Puebla,22.5,14.85,30.43,2022-02-19
Guanajuato,20.48,7.21,16.66,2022-02-19
Nayarit,20.31,16.36,0,2022-02-19
Tlaxcala,19.69,16.21,0,2022-02-19
Guerrero,19.56,7.52,7.5,2022-02-19
Zacatecas,18.04,7.69,16.66,2022-02-19
Tabasco,15.15,13.26,28.91,2022-02-19
Quintana Roo,10.11,4.3,0,2022-02-19
Yucatán,8.31,8.24,16.66,2022-02-19
Chiapas,8.01,4,0,2022-02-19
Campeche,4.23,2.59,0,2022-02-19
Tlaxcala,40.62,12.5,0,2022-02-20
Nuevo León,38.13,21,34.14,2022-02-20
Querétaro,36.67,22.36,56.25,2022-02-20
Ciudad de México,36.48,26.84,53.29,2022-02-20
Aguascalientes,35.43,27.16,52.38,2022-02-20
Baja California Sur,35.36,16.07,0,2022-02-20
Hidalgo,35.24,22.88,33.33,2022-02-20
Colima,34.02,17.94,0,2022-02-20
Oaxaca,33.82,26.47,0,2022-02-20
Veracruz de Ignacio de La Llave,32.22,12.09,20.96,2022-02-20
Coahuila de Zaragoza,29,11.4,80,2022-02-20
Chihuahua,28.35,12.1,15.38,2022-02-20
Sonora,27.89,12.97,10,2022-02-20
Durango,27.54,12.21,13.33,2022-02-20
Morelos,25.79,14.51,0,2022-02-20
Jalisco,25.77,21.57,37.64,2022-02-20
Tamaulipas,24.38,18.27,25.71,2022-02-20
México,23.95,19.54,22.29,2022-02-20
Baja California,23.45,14.58,16.12,2022-02-20
Michoacán de Ocampo,22.71,16.5,28.57,2022-02-20
Puebla,22.6,15.69,35.21,2022-02-20
Sinaloa,22.22,9.82,14.75,2022-02-20
Nayarit,21.81,16,0,2022-02-20
San Luis Potosí,21.38,7.93,19.51,2022-02-20
Guerrero,20.89,6.41,7.5,2022-02-20
Guanajuato,20.88,6.69,14.81,2022-02-20
Tabasco,20.47,14.28,33.33,2022-02-20
Zacatecas,19.4,7.69,16.66,2022-02-20
Quintana Roo,9.52,4.66,0,2022-02-20
Yucatán,8.71,8.33,16.66,2022-02-20
Chiapas,7.72,4,0,2022-02-20
Campeche,4.43,1.69,0,2022-02-20
Querétaro,36.67,18.72,56.25,2022-02-21
Ciudad de México,35.86,26.1,50.21,2022-02-21
Baja California Sur,34.14,14.28,0,2022-02-21
Aguascalientes,33.96,25.31,50,2022-02-21
Colima,33.69,15.94,0,2022-02-21
Hidalgo,33.33,27.2,46.15,2022-02-21
Veracruz de Ignacio de La Llave,31.02,13.24,18.64,2022-02-21
Oaxaca,30.23,27.36,41.17,2022-02-21
Nuevo León,29.93,12.76,24.08,2022-02-21
Sonora,29.08,10.82,12.12,2022-02-21
Chihuahua,26.58,11.51,18.91,2022-02-21
Jalisco,23.94,22.6,33.91,2022-02-21
Sinaloa,23.75,10.69,18.96,2022-02-21
México,23.63,18.61,21.12,2022-02-21
Tamaulipas,23.62,18.8,25.71,2022-02-21
Coahuila de Zaragoza,23.41,6.01,23.07,2022-02-21
Puebla,22.32,15.71,32,2022-02-21
Guerrero,22.13,7.47,10,2022-02-21
Baja California,21.88,15.44,20,2022-02-21
Nayarit,21.81,12.5,0,2022-02-21
Guanajuato,21.76,6.46,11.11,2022-02-21
Morelos,21.53,17.1,0,2022-02-21
Michoacán de Ocampo,21.52,15.78,28.57,2022-02-21
San Luis Potosí,21.12,9.09,21.87,2022-02-21
Tlaxcala,20.89,23.61,0,2022-02-21
Durango,20.72,11.53,11.11,2022-02-21
Zacatecas,13.43,6.92,11.11,2022-02-21
Tabasco,11.46,12.7,21.15,2022-02-21
Quintana Roo,11.04,3.66,0,2022-02-21
Chiapas,7.23,4.02,0,2022-02-21
Yucatán,7.11,8.2,16.66,2022-02-21
Campeche,3.47,4.09,3.33,2022-02-21
Aguascalientes,42.65,27.63,40,2022-02-22
Ciudad de México,42.22,28.55,51.67,2022-02-22
Oaxaca,40,28.81,9.09,2022-02-22
Colima,34.61,16.9,0,2022-02-22
Querétaro,32.58,21.73,56.25,2022-02-22
Baja California Sur,30.89,11.9,0,2022-02-22
Nuevo León,30.76,20.53,30.12,2022-02-22
Veracruz de Ignacio de La Llave,30.46,13.01,15.51,2022-02-22
Chihuahua,28.94,10,24.24,2022-02-22
Sonora,24.92,9.86,10.52,2022-02-22
Jalisco,24.82,19.85,31.32,2022-02-22
Hidalgo,24.1,5.35,0,2022-02-22
México,24.08,19.62,23.28,2022-02-22
Tamaulipas,22.85,17.51,27.14,2022-02-22
Puebla,22.66,13.01,31.08,2022-02-22
Guerrero,21.61,6.11,5,2022-02-22
Coahuila de Zaragoza,21.42,5.36,27.27,2022-02-22
Durango,20.78,14.28,14.28,2022-02-22
Michoacán de Ocampo,20.74,13.33,28.57,2022-02-22
Baja California,20.2,16.16,22.58,2022-02-22
Morelos,19.76,15.78,0,2022-02-22
Sinaloa,19.45,10.06,17.85,2022-02-22
Guanajuato,19.12,5.81,18.64,2022-02-22
Tlaxcala,19.08,21.33,0,2022-02-22
San Luis Potosí,18.73,9.92,17.07,2022-02-22
Zacatecas,17.6,7.2,11.11,2022-02-22
Nayarit,17.43,11.62,0,2022-02-22
Tabasco,11.68,13.63,29.62,2022-02-22
Quintana Roo,8.28,1.57,0,2022-02-22
Chiapas,7.74,3.75,0,2022-02-22
Yucatán,5.91,7.02,16.66,2022-02-22
Campeche,3.38,4.23,3.33,2022-02-22
Aguascalientes,44.68,25.49,60,2022-02-23
Ciudad de México,36.98,27.09,44.79,2022-02-23
Colima,33.33,19.73,0,2022-02-23
Baja California Sur,32.52,9.52,0,2022-02-23
Oaxaca,30.36,26.5,41.17,2022-02-23
Nuevo León,30.25,20.35,34.72,2022-02-23
Veracruz de Ignacio de La Llave,30.12,13.55,15.51,2022-02-23
Querétaro,30.07,22.7,56.25,2022-02-23
Hidalgo,27.31,23.85,30.76,2022-02-23
Durango,25.73,7.4,4.44,2022-02-23
Jalisco,24.64,20.17,33.33,2022-02-23
Sonora,23.24,11.4,17.64,2022-02-23
México,23.07,18.37,22.75,2022-02-23
Tamaulipas,22.67,15.66,29.57,2022-02-23
Chihuahua,22.07,10.3,18.18,2022-02-23
Sinaloa,21.96,8.28,17.85,2022-02-23
Guerrero,21.73,3.46,2.56,2022-02-23
Michoacán de Ocampo,21.32,15.07,28.57,2022-02-23
Coahuila de Zaragoza,21.21,4.89,18.18,2022-02-23
Morelos,20.62,20.77,0,2022-02-23
Baja California,20.33,14.7,18.18,2022-02-23
Puebla,19.05,9.28,10.52,2022-02-23
San Luis Potosí,17.46,8.33,12.5,2022-02-23
Nayarit,17.27,9.3,0,2022-02-23
Guanajuato,15.84,5.94,9.25,2022-02-23
Tlaxcala,15.78,21.91,0,2022-02-23
Zacatecas,10.93,6.45,11.11,2022-02-23
Tabasco,10.45,11.94,26.82,2022-02-23
Chiapas,7.12,4.11,0,2022-02-23
Yucatán,5.11,6.5,12.5,2022-02-23
Campeche,4.37,3.41,3.33,2022-02-23
Quintana Roo,3.01,3.4,0,2022-02-23
Aguascalientes,48.92,19.23,60,2022-02-24
Ciudad de México,34.71,25.69,49.74,2022-02-24
Hidalgo,33.64,20.61,20,2022-02-24
Oaxaca,31,21.42,16.66,2022-02-24
Colima,30,16,0,2022-02-24
Baja California Sur,28.45,9.52,0,2022-02-24
Querétaro,27.81,19.48,56.25,2022-02-24
Nuevo León,26.9,11.76,18.34,2022-02-24
Veracruz de Ignacio de La Llave,26.49,12.13,17.85,2022-02-24
Chihuahua,24.21,9.04,21.62,2022-02-24
Morelos,24.04,19.44,0,2022-02-24
Durango,23.7,4.58,4.44,2022-02-24
México,22.65,15.76,21.85,2022-02-24
Coahuila de Zaragoza,22.58,4.34,20,2022-02-24
Puebla,21.47,11.19,32.89,2022-02-24
Jalisco,20.28,17.47,28.57,2022-02-24
Michoacán de Ocampo,20.28,14.73,28.57,2022-02-24
Tamaulipas,20.17,14.28,26.47,2022-02-24
Sonora,20.17,10.45,16.66,2022-02-24
Sinaloa,19.21,7.59,17.85,2022-02-24
Guanajuato,16.66,5.3,9.25,2022-02-24
Guerrero,16.44,3.97,5,2022-02-24
Baja California,15.66,15.15,20,2022-02-24
San Luis Potosí,15.55,5.34,7.69,2022-02-24
Nayarit,14.81,4.54,0,2022-02-24
Tlaxcala,13.84,21.05,0,2022-02-24
Zacatecas,11.19,6.15,11.11,2022-02-24
Tabasco,8.68,12.69,23.75,2022-02-24
Chiapas,7.65,3.38,0,2022-02-24
Yucatán,4.59,5.03,16,2022-02-24
Quintana Roo,3.59,2.85,0,2022-02-24
Campeche,3.43,4.16,3.33,2022-02-24
Aguascalientes,42.33,18.98,60,2022-02-25
Querétaro,34.57,22.9,100,2022-02-25
Hidalgo,33.78,21.29,15.38,2022-02-25
Ciudad de México,33.14,25.5,46.05,2022-02-25
Nuevo León,31.21,19.41,28.57,2022-02-25
Veracruz de Ignacio de La Llave,28.67,13.28,17.64,2022-02-25
Baja California Sur,26.61,9.21,0,2022-02-25
Oaxaca,26.47,24.61,9.09,2022-02-25
Colima,25.74,13.51,0,2022-02-25
Morelos,21.45,17.14,0,2022-02-25
Puebla,21.11,10.86,35.52,2022-02-25
México,21.02,15.78,21.08,2022-02-25
Chihuahua,20.77,9.8,23.07,2022-02-25
Coahuila de Zaragoza,20.36,5.22,20,2022-02-25
Tamaulipas,19.52,15.12,24.24,2022-02-25
Sinaloa,18.84,2.66,12.72,2022-02-25
Michoacán de Ocampo,18.58,13.06,28.57,2022-02-25
Jalisco,18.32,17.19,28.31,2022-02-25
Sonora,18.21,9.79,20,2022-02-25
Guerrero,18.18,4.11,3.7,2022-02-25
Durango,17.69,4.67,4.44,2022-02-25
Baja California,16.51,14.33,22.58,2022-02-25
San Luis Potosí,14.33,6.1,7.69,2022-02-25
Guanajuato,13.51,5.47,7.4,2022-02-25
Zacatecas,13.33,6.89,11.11,2022-02-25
Nayarit,11.21,4.44,0,2022-02-25
Tlaxcala,8.59,17.94,0,2022-02-25
Tabasco,8.46,11.38,23.37,2022-02-25
Chiapas,6.79,3.74,0,2022-02-25
Quintana Roo,5.84,3.48,0,2022-02-25
Yucatán,4.42,4.76,16,2022-02-25
Campeche,3.4,3.36,3.33,2022-02-25
Nuevo León,35.9,18.25,29.14,2022-02-26
Aguascalientes,34.75,18.18,50,2022-02-26
Hidalgo,31.53,18.18,0,2022-02-26
Querétaro,31.38,20.55,100,2022-02-26
Colima,28.43,13.69,0,2022-02-26
Oaxaca,28.28,25,37.5,2022-02-26
Ciudad de México,26.77,14.78,34.35,2022-02-26
Baja California Sur,25.6,1.78,0,2022-02-26
Veracruz de Ignacio de La Llave,24.31,15.07,18.96,2022-02-26
Morelos,21.53,16.66,0,2022-02-26
Puebla,19.48,9.09,30.3,2022-02-26
México,19.25,14.91,19.46,2022-02-26
Michoacán de Ocampo,19.02,13.98,16.66,2022-02-26
Chihuahua,18.34,7.25,12.82,2022-02-26
Durango,17.85,4.31,4.44,2022-02-26
Coahuila de Zaragoza,17.44,5,9.09,2022-02-26
Sinaloa,17.32,3.89,14.28,2022-02-26
Guerrero,17.24,4.7,10,2022-02-26
Tamaulipas,17.02,11.04,18.46,2022-02-26
Sonora,17.01,8.73,0,2022-02-26
Jalisco,16.95,16.7,23.78,2022-02-26
Baja California,14.55,11.8,3.33,2022-02-26
San Luis Potosí,12.74,6.06,9.67,2022-02-26
Guanajuato,11.74,5.4,7.69,2022-02-26
Tlaxcala,11.36,16.21,0,2022-02-26
Zacatecas,10.47,6.89,11.11,2022-02-26
Nayarit,9.34,4.44,0,2022-02-26
Tabasco,8.93,9.89,24.65,2022-02-26
Chiapas,6.65,4.1,0,2022-02-26
Yucatán,4.8,4.61,12,2022-02-26
Quintana Roo,4.69,3.59,0,2022-02-26
Campeche,3.66,3.33,3.33,2022-02-26
Nuevo León,43.52,20.33,33,2022-02-27
Aguascalientes,41.52,17.36,55,2022-02-27
Querétaro,31.86,18.75,100,2022-02-27
Hidalgo,31.22,14,0,2022-02-27
Colima,30.3,11.84,0,2022-02-27
Ciudad de México,28.32,18.9,38.78,2022-02-27
Veracruz de Ignacio de La Llave,25.49,13.7,21.66,2022-02-27
Oaxaca,24.54,17.64,21.05,2022-02-27
Baja California Sur,24.39,1.78,0,2022-02-27
Morelos,21.95,20.31,0,2022-02-27
Puebla,19.97,9.05,31.34,2022-02-27
México,19.07,14.68,22.83,2022-02-27
Chihuahua,18.34,5.69,12.82,2022-02-27
Michoacán de Ocampo,17.84,12.95,25,2022-02-27
Durango,17.69,4.27,4.44,2022-02-27
Jalisco,17.64,14.98,22.08,2022-02-27
Tamaulipas,17.43,8.99,12.69,2022-02-27
Coahuila de Zaragoza,17.22,5.1,9.09,2022-02-27
Guerrero,16.74,4.45,5.26,2022-02-27
Sinaloa,16.03,2.18,10.52,2022-02-27
Baja California,15.64,12.26,6.66,2022-02-27
Tlaxcala,14.92,15.27,0,2022-02-27
Sonora,14.69,14.15,0,2022-02-27
San Luis Potosí,12.08,7.01,14.28,2022-02-27
Guanajuato,10.62,4.93,5.66,2022-02-27
Nayarit,10.28,4.44,0,2022-02-27
Tabasco,9.39,10.27,24,2022-02-27
Zacatecas,9,6.77,10,2022-02-27
Chiapas,6.59,4.21,0,2022-02-27
Quintana Roo,5.33,4.21,0,2022-02-27
Yucatán,4.29,4.06,12,2022-02-27
Campeche,3.44,3.75,5.26,2022-02-27
Querétaro,41.54,31.81,100,2022-02-28
Aguascalientes,40.33,17.93,45.45,2022-02-28
Hidalgo,32.15,17.34,7.69,2022-02-28
Ciudad de México,30.66,24.07,42.92,2022-02-28
Nuevo León,30.01,17.14,28.51,2022-02-28
Tlaxcala,23.94,28.2,0,2022-02-28
Colima,23.07,11.76,0,2022-02-28
Veracruz de Ignacio de La Llave,22.18,15.87,11.32,2022-02-28
Oaxaca,21.81,14.7,21.05,2022-02-28
Sinaloa,21.09,4.63,14.28,2022-02-28
Baja California Sur,19.16,4.59,0,2022-02-28
Coahuila de Zaragoza,18.72,5.71,9.09,2022-02-28
Puebla,18.25,8.1,29.23,2022-02-28
México,18.08,13.23,16.32,2022-02-28
Morelos,17.62,16,0,2022-02-28
Sonora,17.21,10.14,15.38,2022-02-28
Chihuahua,16.96,7.24,12.82,2022-02-28
Michoacán de Ocampo,16.94,12.82,16.66,2022-02-28
Jalisco,16.8,15.11,20.12,2022-02-28
Tamaulipas,15.31,11.11,13.33,2022-02-28
Baja California,14.71,11.52,10,2022-02-28
Guerrero,14.22,3.38,4.65,2022-02-28
Nayarit,12.14,4.54,0,2022-02-28
San Luis Potosí,11.21,5.3,7.69,2022-02-28
Durango,11.11,5.08,2.22,2022-02-28
Guanajuato,9.35,5.36,7.4,2022-02-28
Tabasco,8.62,8.94,23.07,2022-02-28
Zacatecas,7.84,5.17,11.11,2022-02-28
Chiapas,6.29,4.26,0,2022-02-28
Quintana Roo,4.66,3.04,0,2022-02-28
Yucatán,4.01,5.05,12,2022-02-28
Campeche,2.49,2.52,3.33,2022-02-28
Aguascalientes,44.03,21.1,50,2022-03-01
Querétaro,38.34,26.96,100,2022-03-01
Nuevo León,33.21,16.71,28.69,2022-03-01
Ciudad de México,25.7,18,34.02,2022-03-01
Veracruz de Ignacio de La Llave,23.98,14.97,11.32,2022-03-01
Chihuahua,23.87,5.75,12.82,2022-03-01
Oaxaca,23.15,18.88,44.44,2022-03-01
Hidalgo,22.68,8.1,0,2022-03-01
Sinaloa,21.48,5.36,17.85,2022-03-01
Tlaxcala,20.68,0,0,2022-03-01
Morelos,20.1,11.26,0,2022-03-01
Colima,19.41,11.42,0,2022-03-01
Sonora,19.21,11.8,21.42,2022-03-01
Baja California Sur,17.94,5.55,0,2022-03-01
Coahuila de Zaragoza,17.56,4.65,23.07,2022-03-01
México,17.43,12.4,13.38,2022-03-01
Jalisco,17.14,14.13,18.75,2022-03-01
Puebla,16.02,5.04,5.26,2022-03-01
Michoacán de Ocampo,15.65,14.2,16.66,2022-03-01
Guerrero,14.35,2.99,2.85,2022-03-01
Tamaulipas,14.32,9.04,15.25,2022-03-01
Baja California,13.68,10.42,7.14,2022-03-01
San Luis Potosí,12.33,5.82,16.66,2022-03-01
